exercise_id,exercise_name_he,location,level,borrowed_from_method,borrowed_from_location
WfIRO7kYSBP26ZgoByDX,פלאנץ׳ בטאק מתקדם בעזרת גומייה דקה,home,18,פלאנץ׳ בטאק מתקדם בעזרת גומייה דקה בפארק,park
UDep0WLPWfBf9wIhjQGw,פלאנץ׳ בטאק מתקדם ,home,19,פלאנץ׳ בטאק מתקדם בפארק,park
T95vtujpj07Tq4jRvRxf,עמידת ידיים,home,20,עמידת ידיים בפארק,park
W69akLqaO2HD6y9ydzKe,פלאנץ׳ יהלום בעזרת גומייה דקה,home,20,פלאנץ׳ יהלום בעזרת גומייה דקה בפארק,park
50zThi9jcQWm6wbWDM4I,סקוואט טווח חלקי (להגבהה),office,1,סקוואט טווח חלקי בפארק,park
6kRZiBHmQI34xaUcysBi,גוד מורנינג בישיבה,office,1,גוד מורנינג בישיבה בפארק,park
A7E66cGMdurMPAH6eBar,דדליפט רומני,office,1,דדליפט רומני בפארק,park
B0pnjy0oT9jTizikeLSb,עליות תאומים,office,1,עליות תאומים בפארק,park
DnRgN3J7j5k6aTKX7lj3,תלייה פסיבית בתמיכת הרגליים,office,1,תלייה פאסיבית בתמיכת הרגליים בפארק,park
HQdH6XZltGsDSkUBBdGH,סקוואט בעזרת רצועות,office,1,סקוואט בעזרת רצועות בפארק,park
IvNc2jSwqscdwDfcBlwc,היפ טראסט,office,1,היפ טארסט בפארק,park
PnlKBGNsM3XSPN7LG3OH,בננה סופרמן על המתח,office,1,בננה סופרמן בפארק,park
RxpMhnXQBW80jq1no41f,שולחן הפוך,office,1,שולחן הפוך בפארק,park
iEZGhtBNV7Tv5iNuT70E,פלאנק על הברכיים,office,1,פלאנק על הברכיים בפארק,park
qKejKkdy3IZhYj4CKxJ8,לאנג׳ קדמי,office,1,לאנג׳ קדמי בפארק,park
rzu4LvBRjd2qOH5bvIZm,שכיבות סמיכה ב-75°,office,1,שכיבות סמיכה ב-75° על סולם בפארק,park
w2uCZ8u7q5i09EFxzOCB,שכיבות סמיכה ב-60°,office,1,שכיבות סמיכה ב-60° על סולם בפארק,park
xAkMGXWV55BfE3oVS2K0,עליית מדרגה גובה קרסול,office,1,עליית מדרגה בפארק,park
xNeEudyiKRcylBmrjGcl,פשיטת מרפקים על הרצפה,office,1,פשיטת מרפק על הרצפה בפארק,park
FHh3m3suMMtoLk1PrxYv,פלאנק,office,2,פלאנק בפארק,park
Xk0WZ34nEX802B0FxkpA,תלייה פסיבית,office,2,תלייה פסיבית בפארק,park
dGG8JVTj1NeSAEDhxvJT,שכיבות סמיכה ב-45°,office,2,שכיבות סמיכה ב-45° על מדרגה בפארק,park
j7vOGJMwlJR4K7MaaF24,היפ טראסט רגל אחת,office,2,היפ טארסט רגל אחת בפארק,park
34JqI5TOOlCgFOW12311,סקוואט,office,3,סקוואט בפארק,park
34giCNuppaFW74zpfFCA,עליית מדרגה גובה ברך,office,3,עליית מדרגה גובה ברך בפארק,park
BWbscvj0m3hvxghEMtKV,פלאנק עליות ונגיעות בכתפיים,office,3,פלאנק עליות ונגיעות בכתפיים בפארק,park
E2O0vrcD8KuY0kvaYZhn,שכיבות סמיכה ב-30°,office,3,שכיבות סמיכה ב-30° על מדרגה בפארק,park
XWL3TUAVmN0Dmp2btFgN,ישיבת L בתמיכת הרגליים,office,3,ישיבת L בתמיכת הרגליים בפארק,park
ePHjx7haP7HrTU7YOgop,קפיצה גובה שוק,office,3,קפיצת מדרגה גובה שוק בפארק,park
kF3kYAMIEf2jyAHwS7qf,פשיטת מרפקים על ספסל,office,3,פשיטת מרפק על ספסל בפארק,park
uPBc9pfM6jOLg5LwuShN,סקוואט קפיצה,office,3,סקוואט קפיצה בפארק,park
0AoeD3sBQjqWvchrHPYp,שכיבות סמיכה ברכיים,office,4,שכיבות סמיכה ברכיים בפארק,park
3O5BDlJVD34kjYm3Emo8,דדליפט רגל אחת,office,4,דדליפט רגל אחת בפארק,park
3gE45P8fG6iXVuZ48QGk,שכיבות סמיכה טווח תחתון,office,4,שכיבות סמיכה טווח תחתון בפארק,park
CHnLZy3KK4iQ1MAe4kRs,לאנג׳ בהצלבה,office,4,לאנג׳ בהצלבה בפארק,park
CYEuO2uRt1QBCr5e2khC,כפיפת ברך כנגד גומייה,office,4,כפיפת ברך כנגד גומייה בפארק,park
IZ97XR6J6vBuzFDjQH6r,שכיבות סמיכה טווח עליון,office,4,שכיבות סמיכה טווח עליון בפארק,park
MbvciviT7WaVagimUNBo,שכיבות סמיכה ב-15°,office,4,שכיבות סמיכה ב-15° על מדרגה בפארק,park
Mk130cdYXAUnMR3GHN81,סקוואט עמוק,office,4,סקוואט עמוק בפארק,park
PMZewv23o1W4ZP01jo95,הרמות רגל אחת בישיבת L,office,4,הרמות רגל אחת בישיבת L בפארק,park
iH5gqfgf5ggghCVOGbTc,לאנג׳ בולגרי טווח חלקי,office,4,לאנג׳ בולגרי טווח חלקי בפארק,park
ntLPe0FyD3clX017E2jZ,שכיבות סמיכה אקצנרטי,office,4,שכיבות סמיכה אקצנטרי בפארק,park
vVTTFbDP1LffViDAQfHn,כפיפת ירך על הגבהה,office,4,כפיפת ירך על הגבהה בפארק,park
wIr3N5DkO5epyd52sO2v,סומו סקוואט,office,4,סומו סקוואט בפארק,park
01HnnltgrzYyUMECUELx,דדליפט רגל אחת כנגד גומייה,office,5,דדליפט רגל אחת כנגד גומייה בפארק,park
A6ktP57z5Pvp3XkS6vGQ,לאנג׳ בולגרי,office,5,לאנג׳ בולגרי בפארק,park
AgkrcnND86Xdn6O3x3A5,שרימפ סקוואט בעזרת עמוד,office,5,שרימפ סקוואט בעזרת עמוד בפארק,park
GhVf8ZD1uJR40zA9a7LF,מתח שכמות (תלייה אקטיבית פסיבית),office,5,מתח שכמות בפארק,park
Nr5P0Q3N7A0DffKjMVRn,שרימפ סקוואט בלי ידיים טווח חלקי,office,5,שרימפ סקוואט בלי ידיים טווח חלקי בפארק,park
Rrdk6Knl26ESlG1Ok0Pm,קפיצה גובה ברך,office,5,קפיצה גובה ברך בפארק,park
SZqzS51lNqHDjgG0guxA,הרמות תאומים טווח מלא רגל אחת,office,5,הרמות תאומים טווח מלא רגל אחת בפארק,park
T4TOz1GLjfpwU1NQtz3r,שכיבות סמיכה בפישוק,office,5,שכיבות סמיכה פישוק בפארק,park
TXeGlGA7ECHGKQIhlcs7,היפ טראסט מוגבה,office,5,היפ טארסט מוגבה בפארק,park
ecr0mBSRkTq6nQ8RVN91,שכיבות סמיכה,office,5,שכיבות סמיכה בפארק,park
iq5FQ7UX4utmSCVSpPec,גמישות קרסול לעמוד,office,5,גמישות קרסול לעמוד בפארק,park
oLzPZ7rQMdOUgGuVr1os,פשיטת ירך אחורית,office,5,פשיטת ירך אחורית בפארק,park
2Fl1kzroDz81c4gbuKlU,החזקת מתח ב-15°,office,6,החזקת מתח ב-15° בפארק,park
8zw8ZEGDv5pgAUHLXyRj,כפיפת נורדיק בירך,office,6,נורדיק מתחילים בפארק,park
C8AORxqqLojlgKhEiekN,שרימפ סקוואט בתמיכת רגל,office,6,שרימפ סקוואט בתמיכת רגל בפארק,park
XPaeNXfrRfNl9Ab7Lwy0,פיסטול סקוואט טווח חלקי (להגבהה),office,6,פיסטול סקוואט טווח חלקי (להגבהה) בפארק,park
fuNkwOpFCxk1xLuWGgtW,קפיצה גובה אגן,office,6,קפיצה גובה אגן בפארק,park
g9078RNsKL3NmNYQK5Zx,סקוואט קשתים טווח חלקי,office,6,סקוואט קשתים טווח חלקי בפארק,park
jPzXgBtka83RxOgOy8kQ,החזקת מקבילים ב-120°,office,6,החזקת מקבילים ב-120° בפארק,park
wKGGFlDiIZDukG4MVoHD,החזקת מתח ב-120°,office,6,החזקת מתח ב-120° בפארק,park
Ao3amXO9YEBEOSE48RRi,ישיבת L ברכיים כפופות,office,7,ישיבת L ברכיים כפופות בפארק,park
Bkb5i5YfYocKrQILfbY3,החזקת מקבילים ב-15°,office,7,החזקת מקבילים ב-15° בפארק,park
LKNAvIpuj9EtO3wUzFeV,נורדיק אחורי בעזרת גומייה,office,7,נורדיק אחורי בעזרת גומייה בפארק,park
LO3I1YoeYOUtt4AuzWy6,סיסי סקוואט טווח חלקי,office,7,סיסי סקוואט טווח חלקי בפארק,park
OKWZS86a0QZcsdVgtapI,כפיפת ברכיים כנגד טבעות,office,7,כפיפת ברכיים כנגד טבעות בפארק,park
SLYwYGa0S8N7XSzSsTkc,החזקת מתח ב-90°,office,7,החזקת מתח ב-90° בפארק,park
VlAlIwnfXNgh9ALF7qIN,עליית מדרגה גובה אגן,office,7,עליית מדרגה גובה אגן בפארק,park
bilfw71EhTkDTSv759sV,החזקת מקבילים ב-90°,office,7,החזקת מקבילים ב-90° בפארק,park
dfhTg6POZm0fp2L5zo6Z,מקבילים עם גומייה בינונית,office,7,מקבילים עם גומייה בינונית בפארק,park
gZqAE68NQJnREu60C88S,שכיבות סמיכה מרפקים צמודים,office,7,שכיבות סמיכה מרפקים צמודים בפארק,park
kdBsatNKmG0HIgxsJg9R,שרימפ סקוואט טווח חלקי,office,7,שרימפ סקוואט טווח חלקי בפארק,park
mIEhyPgMAxSryv46CZ2f,פלאנק גבוה טבעות,office,7,פלאנק גבוה טבעות בפארק,park
mr6Eylc9mY4RBFmhts6y,לאנג׳ עמוק,office,7,לאנג׳ עמוק בפארק,park
uw9RwLsBYD9P1Hrw7jN7,החזקת פיסטול סקוואט,office,7,החזקת פיסטול סקוואט בפארק,park
0XUsTtJ7pSclRqgJAqFJ,מקבילים אקצנטרי,office,8,מקבילים אקצנטרי בפארק,park
515aM5b8UHyAova7I6Lv,קפיצה על רגל אחת גובה ברך,office,8,קפיצה על רגל אחת גובה ברך בפארק,park
9BBOvu1SNMzNxgPun8ZH,עמידת פייק,office,8,עמידת פייק בפארק,park
9ZTyLTiFe5TxI2jVbuPZ,מתח טווח תחתון,office,8,מתח טווח תחתון בפארק,park
CybbIJXFkL7ZxvKkIiQE,שכיבות סמיכה יהלום,office,8,שכיבות סמיכה יהלום בפארק,park
LpsSUoca7b1lQMqU8ZZi,מקבילים טווח עליון,office,8,מקבילים טווח עליון בפארק,park
hSungsi3vi6nm7rQLHlP,שרימפ סקוואט בלי ידיים,office,8,שרימפ סקוואט בלי ידיים בפארק,park
kgWSXDf5rACGGhcBRtOl,מקבילים טווח תחתון,office,8,מקבילים טווח תחתון בפארק,park
mMW69g4YfMnlNGuLQgne,הרמות רגליים בישיבת פייק/L,office,8,הרמות רגליים בישיבת פייק בפארק,park
ngkItZpohyxbqrshlVpk,סקוואט קשתים,office,8,סקוואט קשתים בפארק,park
KXt9e7KXCi6teocBmhHR,מקבילים עם גומייה דקה,office,9,מקבילים עם גומייה דקה בפארק,park
NMpcI24LATvOiqgyvjKw,סיסי סקוואט בעזרת קיר,office,9,סיסי סקוואט בעזרת קיר בפארק,park
Ox23f2tVbvGoly8Syr3o,פיסטול סקוואט מוגבה,office,9,פיסטול סקוואט מוגבה בפארק,park
o5zRmGuZsYNqMo2GWVLy,שרימפ סקוואט,office,9,שרימפ סקוואט בפארק,park
0bUiqoNXseMCAR2IGuKu,שכיבות סמיכה סופינציה,office,10,שכיבות סמיכה סופינציה בפארק,park
2HozkIAOCD401ia4dSrH,שרימפ סקוואט עמוק בלי ידיים,office,10,שרימפ סקוואט עמוק בלי ידיים בפארק,park
5Sex2i0m3X7PE3SicCHk,שכיבות סמיכה שיפוע שלילי,office,10,שכיבות סמיכה שיפוע שלילי בפארק,park
99Zbf5ZwAhb9YBo3uelF,סיסי סקוואט אקצנטרי,office,10,סיסי סקוואט אקצנטרי בפארק,park
G9WQ109opm7vPRrnYsHW,מתח סופינציה,office,10,מתח סופינציה בפארק,park
GEWFBnyTrhoe4HVon0H0,שכיבות סמיכה מתפרץ,office,10,שכיבות סמיכה מתפרץ בפארק,park
IEoGYRVKRxjaA0fQZNDw,ישיבת L רגל אחת,office,10,ישיבת L רגל אחת בפארק,park
MlOTF9ODoGXmsPkQHUyd,פיסטול סקוואט,office,10,פיסטול סקוואט בפארק,park
OaqZzXOBwfVmdJ99w3iC,עמידת פייק גובה שוק,office,10,עמידת פייק גובה שוק בפארק,park
hSVTgimudJNF5uVF7DfM,מקבילים,office,10,מקבילים בפארק,park
i5IBSF7eXfN640A6isyM,החזקות מקבילים אקצנטרי,office,10,החזקות מקבילים אקצנטרי בפארק,park
wwF4gZrprMN6mcfJWKT9,סקוואט קשתים מוגבה,office,10,סקוואט קשתים מוגבה בפארק,park
V5XuakR2593PChTPgUGP,סיסי סקוואט,office,11,סיסי סקוואט בפארק,park
mDPDDIYx8JEqrwSamDqa,שכיבות סמיכה ספינקס,office,11,שכיבות סמיכה ספינקס בפארק,park
sPASfuHeE1eAFQgHrE5z,מתח,office,11,מתח בפארק,park
MwH75rBMKq65J9B86yUq,שכיבות סמיכה פייק,office,12,שכיבות סמיכה פייק בפארק,park
fIRs3qc4SPVBTrg6sUmC,מתח סופינציה מתפרץ,office,12,מתח סופינציה מתפרץ בפארק,park
tk7WiobxvhIGxqcpU2ab,מקבילים על טבעות בעזרת גומיה דקה,office,12,מקבילים על טבעות בעזרת גומיה דקה בפארק,park
E03CQ89CeVwQlVkjxR0d,הישענות פסודו פלאנץ׳,office,13,הישענות פסודו פלאנץ׳ בפארק,park
PM16d9WoigHe5Z7SDRCt,פשיטת מרפקים למתקדמים,office,13,פשיטת מרפקים למתקדמים בפארק,park
SX7oDYmT5RmKnbxbE6Ju,כפיפת מרפקים במשקל גוף 45°,office,13,כפיפת מרפקים במשקל גוף עם טבעות בפארק,park
UdcGfuqfagFg4g3pB1yt,שכיבות סמיכה קשתים בפישוק,office,13,שכיבות סמיכה קשתים בפישוק בפארק,park
WQBYjQxJEc9Y6FWHigTH,עמידת פייק גובה ברך,office,13,עמידת פייק גובה ברך בפארק,park
wQ6ocm6HRKtQ7CFpZI6A,שכיבות סמיכה פייק גובה שוק,office,13,שכיבות סמיכה פייק גובה שוק בפארק,park
7G0s5hR2qyc6tSRZsplm,שכיבות סמיכה פייק גובה ברך,office,14,שכיבות סמיכה פייק גובה ברך בפארק,park
ANvq7ORET7uhLRK4XP6X,הליכות קיר,office,14,הליכות קיר בפארק,park
RPGCJ5BXPpPG21sF3H4y,עמידת ידיים חזה לקיר ב-45°,office,14,עמידת ידיים חזה לקיר ב-45° בפארק,park
oFjSRmVT4jDTg3bTfoFg,מקבילים על טבעות,office,14,מקבילים על טבעות בפארק,park
q4o11pc4r1c7tUfCKse5,שכיבות סמיכה קשתים,office,14,שכיבות סמיכה קשתים בפארק,park
PVqGiE3xg76Dg0EXUsqZ,עמידת ידיים חזה לקיר,office,15,עמידת ידיים חזה לקיר בפארק,park
SO7k5qh04cKEoZmWbjeW,שכיבות סמיכה פייק גובה אגן,office,15,שכיבות סמיכה פייק גובה אגן בפארק,park
fO2Sk5fpdHBYL239gXLE,כפיפת מרפקים במשקל גוף 30°,office,15,כפיפת מרפקים במשקל גוף עם טבעות בפארק,park
862hyZowOu16yxls8MWf,שכיבות סמיכה פייק עמוקות גובה אגן,office,16,שכיבות סמיכה פייק עמוקות גובה אגן בפארק,park
Am5MHd1RothiK0lvlXAF,מתח מכונת כתיבה (Typewriter),office,16,מתח מכונת כתיבה בפארק,park
IHHbt3DABJGof6QxaeVg,פלאנץ׳ בטאק,office,16,פלאנץ׳ בטאק בפארק,park
T95vtujpj07Tq4jRvRxf,עמידת ידיים,office,20,עמידת ידיים בפארק,park
50zThi9jcQWm6wbWDM4I,סקוואט טווח חלקי (להגבהה),street,1,סקוואט טווח חלקי בפארק,park
xAkMGXWV55BfE3oVS2K0,עליית מדרגה גובה קרסול,street,1,עליית מדרגה בפארק,park
dGG8JVTj1NeSAEDhxvJT,שכיבות סמיכה ב-45°,street,2,שכיבות סמיכה ב-45° על מדרגה בפארק,park
34JqI5TOOlCgFOW12311,סקוואט,street,3,סקוואט בפארק,park
34giCNuppaFW74zpfFCA,עליית מדרגה גובה ברך,street,3,עליית מדרגה גובה ברך בפארק,park
BWbscvj0m3hvxghEMtKV,פלאנק עליות ונגיעות בכתפיים,street,3,פלאנק עליות ונגיעות בכתפיים בפארק,park
E2O0vrcD8KuY0kvaYZhn,שכיבות סמיכה ב-30°,street,3,שכיבות סמיכה ב-30° על מדרגה בפארק,park
XWL3TUAVmN0Dmp2btFgN,ישיבת L בתמיכת הרגליים,street,3,ישיבת L בתמיכת הרגליים בפארק,park
ePHjx7haP7HrTU7YOgop,קפיצה גובה שוק,street,3,קפיצת מדרגה גובה שוק בפארק,park
uPBc9pfM6jOLg5LwuShN,סקוואט קפיצה,street,3,סקוואט קפיצה בפארק,park
0AoeD3sBQjqWvchrHPYp,שכיבות סמיכה ברכיים,street,4,שכיבות סמיכה ברכיים בפארק,park
3O5BDlJVD34kjYm3Emo8,דדליפט רגל אחת,street,4,דדליפט רגל אחת בפארק,park
3gE45P8fG6iXVuZ48QGk,שכיבות סמיכה טווח תחתון,street,4,שכיבות סמיכה טווח תחתון בפארק,park
CHnLZy3KK4iQ1MAe4kRs,לאנג׳ בהצלבה,street,4,לאנג׳ בהצלבה בפארק,park
CYEuO2uRt1QBCr5e2khC,כפיפת ברך כנגד גומייה,street,4,כפיפת ברך כנגד גומייה בפארק,park
IZ97XR6J6vBuzFDjQH6r,שכיבות סמיכה טווח עליון,street,4,שכיבות סמיכה טווח עליון בפארק,park
MbvciviT7WaVagimUNBo,שכיבות סמיכה ב-15°,street,4,שכיבות סמיכה ב-15° על מדרגה בפארק,park
Mk130cdYXAUnMR3GHN81,סקוואט עמוק,street,4,סקוואט עמוק בפארק,park
PMZewv23o1W4ZP01jo95,הרמות רגל אחת בישיבת L,street,4,הרמות רגל אחת בישיבת L בפארק,park
iH5gqfgf5ggghCVOGbTc,לאנג׳ בולגרי טווח חלקי,street,4,לאנג׳ בולגרי טווח חלקי בפארק,park
ntLPe0FyD3clX017E2jZ,שכיבות סמיכה אקצנרטי,street,4,שכיבות סמיכה אקצנטרי בפארק,park
vVTTFbDP1LffViDAQfHn,כפיפת ירך על הגבהה,street,4,כפיפת ירך על הגבהה בפארק,park
wIr3N5DkO5epyd52sO2v,סומו סקוואט,street,4,סומו סקוואט בפארק,park
01HnnltgrzYyUMECUELx,דדליפט רגל אחת כנגד גומייה,street,5,דדליפט רגל אחת כנגד גומייה בפארק,park
A6ktP57z5Pvp3XkS6vGQ,לאנג׳ בולגרי,street,5,לאנג׳ בולגרי בפארק,park
AgkrcnND86Xdn6O3x3A5,שרימפ סקוואט בעזרת עמוד,street,5,שרימפ סקוואט בעזרת עמוד בפארק,park
Nr5P0Q3N7A0DffKjMVRn,שרימפ סקוואט בלי ידיים טווח חלקי,street,5,שרימפ סקוואט בלי ידיים טווח חלקי בפארק,park
Rrdk6Knl26ESlG1Ok0Pm,קפיצה גובה ברך,street,5,קפיצה גובה ברך בפארק,park
SZqzS51lNqHDjgG0guxA,הרמות תאומים טווח מלא רגל אחת,street,5,הרמות תאומים טווח מלא רגל אחת בפארק,park
T4TOz1GLjfpwU1NQtz3r,שכיבות סמיכה בפישוק,street,5,שכיבות סמיכה פישוק בפארק,park
TXeGlGA7ECHGKQIhlcs7,היפ טראסט מוגבה,street,5,היפ טארסט מוגבה בפארק,park
ecr0mBSRkTq6nQ8RVN91,שכיבות סמיכה,street,5,שכיבות סמיכה בפארק,park
iq5FQ7UX4utmSCVSpPec,גמישות קרסול לעמוד,street,5,גמישות קרסול לעמוד בפארק,park
oLzPZ7rQMdOUgGuVr1os,פשיטת ירך אחורית,street,5,פשיטת ירך אחורית בפארק,park
8zw8ZEGDv5pgAUHLXyRj,כפיפת נורדיק בירך,street,6,נורדיק מתחילים בפארק,park
C8AORxqqLojlgKhEiekN,שרימפ סקוואט בתמיכת רגל,street,6,שרימפ סקוואט בתמיכת רגל בפארק,park
XPaeNXfrRfNl9Ab7Lwy0,פיסטול סקוואט טווח חלקי (להגבהה),street,6,פיסטול סקוואט טווח חלקי (להגבהה) בפארק,park
fuNkwOpFCxk1xLuWGgtW,קפיצה גובה אגן,street,6,קפיצה גובה אגן בפארק,park
g9078RNsKL3NmNYQK5Zx,סקוואט קשתים טווח חלקי,street,6,סקוואט קשתים טווח חלקי בפארק,park
Ao3amXO9YEBEOSE48RRi,ישיבת L ברכיים כפופות,street,7,ישיבת L ברכיים כפופות בפארק,park
LO3I1YoeYOUtt4AuzWy6,סיסי סקוואט טווח חלקי,street,7,סיסי סקוואט טווח חלקי בפארק,park
VlAlIwnfXNgh9ALF7qIN,עליית מדרגה גובה אגן,street,7,עליית מדרגה גובה אגן בפארק,park
gZqAE68NQJnREu60C88S,שכיבות סמיכה מרפקים צמודים,street,7,שכיבות סמיכה מרפקים צמודים בפארק,park
kdBsatNKmG0HIgxsJg9R,שרימפ סקוואט טווח חלקי,street,7,שרימפ סקוואט טווח חלקי בפארק,park
mr6Eylc9mY4RBFmhts6y,לאנג׳ עמוק,street,7,לאנג׳ עמוק בפארק,park
uw9RwLsBYD9P1Hrw7jN7,החזקת פיסטול סקוואט,street,7,החזקת פיסטול סקוואט בפארק,park
515aM5b8UHyAova7I6Lv,קפיצה על רגל אחת גובה ברך,street,8,קפיצה על רגל אחת גובה ברך בפארק,park
9BBOvu1SNMzNxgPun8ZH,עמידת פייק,street,8,עמידת פייק בפארק,park
CybbIJXFkL7ZxvKkIiQE,שכיבות סמיכה יהלום,street,8,שכיבות סמיכה יהלום בפארק,park
hSungsi3vi6nm7rQLHlP,שרימפ סקוואט בלי ידיים,street,8,שרימפ סקוואט בלי ידיים בפארק,park
mMW69g4YfMnlNGuLQgne,הרמות רגליים בישיבת פייק/L,street,8,הרמות רגליים בישיבת פייק בפארק,park
ngkItZpohyxbqrshlVpk,סקוואט קשתים,street,8,סקוואט קשתים בפארק,park
NMpcI24LATvOiqgyvjKw,סיסי סקוואט בעזרת קיר,street,9,סיסי סקוואט בעזרת קיר בפארק,park
Ox23f2tVbvGoly8Syr3o,פיסטול סקוואט מוגבה,street,9,פיסטול סקוואט מוגבה בפארק,park
o5zRmGuZsYNqMo2GWVLy,שרימפ סקוואט,street,9,שרימפ סקוואט בפארק,park
0bUiqoNXseMCAR2IGuKu,שכיבות סמיכה סופינציה,street,10,שכיבות סמיכה סופינציה בפארק,park
2HozkIAOCD401ia4dSrH,שרימפ סקוואט עמוק בלי ידיים,street,10,שרימפ סקוואט עמוק בלי ידיים בפארק,park
5Sex2i0m3X7PE3SicCHk,שכיבות סמיכה שיפוע שלילי,street,10,שכיבות סמיכה שיפוע שלילי בפארק,park
99Zbf5ZwAhb9YBo3uelF,סיסי סקוואט אקצנטרי,street,10,סיסי סקוואט אקצנטרי בפארק,park
GEWFBnyTrhoe4HVon0H0,שכיבות סמיכה מתפרץ,street,10,שכיבות סמיכה מתפרץ בפארק,park
IEoGYRVKRxjaA0fQZNDw,ישיבת L רגל אחת,street,10,ישיבת L רגל אחת בפארק,park
MlOTF9ODoGXmsPkQHUyd,פיסטול סקוואט,street,10,פיסטול סקוואט בפארק,park
OaqZzXOBwfVmdJ99w3iC,עמידת פייק גובה שוק,street,10,עמידת פייק גובה שוק בפארק,park
wwF4gZrprMN6mcfJWKT9,סקוואט קשתים מוגבה,street,10,סקוואט קשתים מוגבה בפארק,park
V5XuakR2593PChTPgUGP,סיסי סקוואט,street,11,סיסי סקוואט בפארק,park
mDPDDIYx8JEqrwSamDqa,שכיבות סמיכה ספינקס,street,11,שכיבות סמיכה ספינקס בפארק,park
MwH75rBMKq65J9B86yUq,שכיבות סמיכה פייק,street,12,שכיבות סמיכה פייק בפארק,park
E03CQ89CeVwQlVkjxR0d,הישענות פסודו פלאנץ׳,street,13,הישענות פסודו פלאנץ׳ בפארק,park
PM16d9WoigHe5Z7SDRCt,פשיטת מרפקים למתקדמים,street,13,פשיטת מרפקים למתקדמים בפארק,park
UdcGfuqfagFg4g3pB1yt,שכיבות סמיכה קשתים בפישוק,street,13,שכיבות סמיכה קשתים בפישוק בפארק,park
WQBYjQxJEc9Y6FWHigTH,עמידת פייק גובה ברך,street,13,עמידת פייק גובה ברך בפארק,park
wQ6ocm6HRKtQ7CFpZI6A,שכיבות סמיכה פייק גובה שוק,street,13,שכיבות סמיכה פייק גובה שוק בפארק,park
7G0s5hR2qyc6tSRZsplm,שכיבות סמיכה פייק גובה ברך,street,14,שכיבות סמיכה פייק גובה ברך בפארק,park
q4o11pc4r1c7tUfCKse5,שכיבות סמיכה קשתים,street,14,שכיבות סמיכה קשתים בפארק,park
SO7k5qh04cKEoZmWbjeW,שכיבות סמיכה פייק גובה אגן,street,15,שכיבות סמיכה פייק גובה אגן בפארק,park
IHHbt3DABJGof6QxaeVg,פלאנץ׳ בטאק,street,16,פלאנץ׳ בטאק בפארק,park
T95vtujpj07Tq4jRvRxf,עמידת ידיים,street,20,עמידת ידיים בפארק,park
1Ievv4bUCLrhl4kSJjt1,חתירות ב-60°,service,1,חתירות ב-60° באמצעות רצועות trx מתכווננות,park
B0pnjy0oT9jTizikeLSb,עליות תאומים,service,1,עליות תאומים בפארק,park
IvNc2jSwqscdwDfcBlwc,היפ טראסט,service,1,היפ טארסט בפארק,park
RxpMhnXQBW80jq1no41f,שולחן הפוך,service,1,שולחן הפוך בפארק,park
gkc3KYN1tG5wX59OJbsM,חתירות ב-75°,service,1,חתירות ב-75° באמצעות רצועות trx מתכווננות ,park
qKejKkdy3IZhYj4CKxJ8,לאנג׳ קדמי,service,1,לאנג׳ קדמי בפארק,park
w2uCZ8u7q5i09EFxzOCB,שכיבות סמיכה ב-60°,service,1,שכיבות סמיכה ב-60° על סולם בפארק,park
FHh3m3suMMtoLk1PrxYv,פלאנק,service,2,פלאנק בפארק,park
Xk0WZ34nEX802B0FxkpA,תלייה פסיבית,service,2,תלייה פסיבית בפארק,park
dGG8JVTj1NeSAEDhxvJT,שכיבות סמיכה ב-45°,service,2,שכיבות סמיכה ב-45° על מדרגה בפארק,park
j7vOGJMwlJR4K7MaaF24,היפ טראסט רגל אחת,service,2,היפ טארסט רגל אחת בפארק,park
34JqI5TOOlCgFOW12311,סקוואט,service,3,סקוואט בפארק,park
34giCNuppaFW74zpfFCA,עליית מדרגה גובה ברך,service,3,עליית מדרגה גובה ברך בפארק,park
ePHjx7haP7HrTU7YOgop,קפיצה גובה שוק,service,3,קפיצת מדרגה גובה שוק בפארק,park
kF3kYAMIEf2jyAHwS7qf,פשיטת מרפקים על ספסל,service,3,פשיטת מרפק על ספסל בפארק,park
uPBc9pfM6jOLg5LwuShN,סקוואט קפיצה,service,3,סקוואט קפיצה בפארק,park
0AoeD3sBQjqWvchrHPYp,שכיבות סמיכה ברכיים,service,4,שכיבות סמיכה ברכיים בפארק,park
3O5BDlJVD34kjYm3Emo8,דדליפט רגל אחת,service,4,דדליפט רגל אחת בפארק,park
A6ktP57z5Pvp3XkS6vGQ,לאנג׳ בולגרי,service,5,לאנג׳ בולגרי בפארק,park
GhVf8ZD1uJR40zA9a7LF,מתח שכמות (תלייה אקטיבית פסיבית),service,5,מתח שכמות בפארק,park
Nr5P0Q3N7A0DffKjMVRn,שרימפ סקוואט בלי ידיים טווח חלקי,service,5,שרימפ סקוואט בלי ידיים טווח חלקי בפארק,park
Rrdk6Knl26ESlG1Ok0Pm,קפיצה גובה ברך,service,5,קפיצה גובה ברך בפארק,park
T4TOz1GLjfpwU1NQtz3r,שכיבות סמיכה בפישוק,service,5,שכיבות סמיכה פישוק בפארק,park
TXeGlGA7ECHGKQIhlcs7,היפ טראסט מוגבה,service,5,היפ טארסט מוגבה בפארק,park
ecr0mBSRkTq6nQ8RVN91,שכיבות סמיכה,service,5,שכיבות סמיכה בפארק,park
